what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1400653880156
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400653881433
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400653881648
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1400653882682
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1400653884842
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1400653888638
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1400653894839
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1400653897716
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1400653901729
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1400653913800
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1400653924489
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1400653926101
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1400653927349
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1400653930413
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1400653941354
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400653942463
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400653942669
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1400653943637
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400653953203
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400655232213
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1400655340164
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1400655342079
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1400655349429
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1400655361746
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1400655366466
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1400655370678
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1400655381548
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400655383106
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400655383317
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1400655387484
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400655389289
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400655389498
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1400655390487
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1400655400301
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400655401671
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400655401912
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1400655405077
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1400655407852
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400655412569
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400655412784
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1400655421850
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1400655441205
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1400655443001
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1400655446144
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1400655448119
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1400655452810
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400655454215
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400655454454
