what,kind,bundleId,bundleVersion,description,time
started,bundle,org.jboss.tools.hibernate.xml,3.4.0.v20110215-1252-H31-GA,"org.jboss.tools.hibernate.xml",1400177887007
started,bundle,org.jboss.tools.seam.xml,3.2.0.v20110216-1818-H44-GA,"org.jboss.tools.seam.xml",1400177887019
started,bundle,org.jboss.tools.seam.pages.xml,3.1.0.v20110216-1818-H44-GA,"org.jboss.tools.seam.pages.xml",1400177887033
started,bundle,org.jboss.tools.cdi.xml,1.0.0.v20110215-1333-H24-GA,"org.jboss.tools.cdi.xml",1400177887077
started,bundle,org.eclipse.jst.jee.ejb,1.0.301.v201007070821,"org.eclipse.jst.jee.ejb",1400177887228
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.401.v201007150400,"org.eclipse.jst.j2ee.ejb",1400177887621
started,bundle,org.eclipse.jst.j2ee.jca,1.1.400.v201005270700,"org.eclipse.jst.j2ee.jca",1400177887659
started,bundle,org.eclipse.jst.jee.web,1.0.301.v201007070907,"org.eclipse.jst.jee.web",1400177887713
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1400177891164
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1400177891304
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1400177892867
started,bundle,org.jboss.tools.common.text.ext,3.2.0.v20110215-1235-H25-GA,"org.jboss.tools.common.text.ext",1400177893091
started,bundle,org.eclipse.wst.html.core,1.1.402.v201008311901,"org.eclipse.wst.html.core",1400177894367
started,bundle,org.jboss.tools.common.resref.core,3.1.0.v20110215-1235-H25-GA,"org.jboss.tools.common.resref.core",1400177902263
started,bundle,org.eclipse.jst.jsf.ui,1.3.1.v20100906,"org.eclipse.jst.jsf.ui",1400177926358
started,bundle,org.eclipse.jst.jsf.facesconfig,1.2.1.v20100906,"org.eclipse.jst.jsf.facesconfig",1400177928644
error,log,,,"Could not write metadata for '/gevee-z-ear'.",1400178155232
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400178155303
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400178370104
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1400178372069
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.integration",1400178372180
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1400178372221
started,bundle,org.jboss.ide.eclipse.archives.ui,3.2.0.v20110215-1233-H26-GA,"org.jboss.ide.eclipse.archives.ui",1400178372227
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1400178378228
started,bundle,org.eclipse.wst.ws.service.policy,1.0.203.v201004211732,"org.eclipse.wst.ws.service.policy",1400178378231
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1400178378328
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1400178378353
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1400178379007
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400178382287
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400178396072
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1400178396084
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400178401679
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400178416655
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1400178416696
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400178424522
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400178427767
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1400178427785
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400178436588
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400178440312
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400178446866
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400178451394
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1400178451410
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400178470525
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400178477652
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1400178477697
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400178489314
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400178497827
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1400178497859
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400178505893
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400178510029
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1400178510041
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400178516163
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400178520721
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1400178520745
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400178526315
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400178529377
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1400178529400
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400178536019
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400178544693
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1400178544725
