what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1400911835636
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1400911836809
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1400911839440
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1400911841271
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1400911842287
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1400911845170
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400911846984
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400911847982
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400911848524
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400911862200
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400911868150
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400911869376
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1400911869393
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400911869749
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400911870308
executed,command,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.run",1400911875169
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1400911879619
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400911892957
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400911932581
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400911935171
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400912004258
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400912009345
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400912121761
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1400912126334
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1400912131975
started,bundle,org.eclipse.wst.ws.service.policy,1.0.203.v201004211732,"org.eclipse.wst.ws.service.policy",1400912132274
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1400912133225
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1400912133305
