what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1400701318593
activated,editor,org.jboss.tools.jst.jsp,3.2.0.v20110215-1251-H28-GA,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1400701320920
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1400701324947
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1400701330897
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1400701333531
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1400701335465
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1400701337219
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400701367406
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400701385601
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1400701393040
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1400701394775
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1400701400396
activated,editor,org.jboss.tools.jst.jsp,3.2.0.v20110215-1251-H28-GA,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1400701402601
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1400701426437
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1400701430964
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1400701435625
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1400701438903
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1400701439630
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1400701440977
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1400701442173
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1400701445504
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1400701452589
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1400701453403
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1400701455646
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1400701457410
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1400701458526
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1400701461002
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1400701461675
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1400701466095
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400701471046
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400701474398
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400701482821
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400701487375
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1400701490791
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1400701492776
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1400701494110
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400701559576
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400701700627
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400701703521
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400701891892
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1400701911357
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1400701917476
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1400701935726
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1400701945319
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1400701951932
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1400701957069
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1400701958587
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1400702024876
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400702026202
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400702063195
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1400702067742
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1400702070545
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1400702077004
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1400702079288
activated,editor,org.jboss.tools.jst.jsp,3.2.0.v20110215-1251-H28-GA,"org.jboss.tools.jst.jsp.jspeditor.HTMLTextEditor",1400702081408
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1400702087736
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400702097864
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400702151475
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1400702165195
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1400702175107
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1400702184406
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1400702197818
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400702217154
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400702237946
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1400702245738
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1400702250207
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1400702251245
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400702253147
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400702312023
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400702319149
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400702337927
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400702364828
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400702369233
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400702371287
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400702372519
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400702379836
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400702381473
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400702387193
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400702419789
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400702423344
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1400702489999
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1400702494044
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1400702501039
